,Price,Posting_Date,URL,Description,Rooms_and_Sqft,Nearby_Location
492,$1895,Sun 24 Nov 08:55:37 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-renovated-2br-in/7026573988.html,Beautiful renovated 2Br In Prime Location!  Private Balcony!,"2br -
                    1000ft2 -", (University City/ UPENN)
493,$840,Sun 24 Nov 07:06:23 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7009804288.html,Great studio available now at 3412 Spring garden st!,, (University city)
494,$840,Sun 24 Nov 07:06:21 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7009804973.html,Great studio available now at 3412 Spring garden st!,, (University city)
495,$840,Sun 24 Nov 07:06:12 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7009805253.html,Great studio available now at 3412 Spring garden st!,, (University city)
496,$840,Sun 24 Nov 07:06:01 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7009817979.html,Great studio available now at 3412 Spring garden st!,, (University city)
497,$840,Sun 24 Nov 07:06:38 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-10/7010362124.html,Great studio available 10/1 at 3412 Spring garden!,, (University city)
498,$1200,Sun 24 Nov 07:05:03 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-cats-ok-walk-to-penn/7026525369.html,ð¸CATS OK! Walk to Penn & Drexel *Front Yard & Porch*,"2br -
                    900ft2 -", (424 N Wiota St)
499,$1200,Sun 24 Nov 07:05:17 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-cats-ok-walk-to-penn/7026525521.html,ð¸CATS OK! Walk to Penn & Drexel *Front Yard & Porch*,"2br -
                    900ft2 -", (424 N Wiota St)
500,$840,Sun 24 Nov 07:03:08 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7008611478.html,Great studio available now at 3412 Spring garden st!,, (University city)
501,$840,Sun 24 Nov 07:03:05 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7008611809.html,Great studio available now at 3412 Spring garden st!,, (University city)
502,$840,Sun 24 Nov 07:03:02 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7009781289.html,Great studio available now at 3412 Spring garden st!,, (University city)
503,$840,Sun 24 Nov 07:00:13 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7008611023.html,Great studio available now at 3412 Spring garden st!,, (University city)
504,$840,Sun 24 Nov 06:57:32 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7008535550.html,Great studio available now at 3412 Spring garden st!,, (University city)
505,$840,Sun 24 Nov 06:57:24 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7008535667.html,Great studio available now at 3412 Spring garden st!,, (University city)
506,$1100,Sun 24 Nov 06:57:21 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-1-bedroom-apartment/7008535909.html,Great 1 bedroom apartment available 11/1 at 4102 Parkside ave!,1br -, (Parkside)
507,$840,Sun 24 Nov 06:57:18 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7008536022.html,Great studio available now at 3412 Spring garden st!,, (University city)
508,$840,Sun 24 Nov 06:58:01 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7009268555.html,Great studio available now at 3412 Spring garden st!,, (University city)
509,$1100,Sun 24 Nov 06:58:04 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-1-bedroom-apartment/7009268719.html,Great 1 bedroom apartment available now at 4102 Parkside ave!,1br -, (Parkside)
510,$1100,Sun 24 Nov 06:58:15 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-1-bedroom-apartment/7009271233.html,Great 1 bedroom apartment available now at 4102 Parkside ave!,1br -, (Parkside)
511,$840,Sun 24 Nov 06:58:22 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7009271456.html,Great studio available now at 3412 Spring garden st!,, (University city)
512,$840,Sun 24 Nov 06:58:08 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7009271570.html,Great studio available now at 3412 Spring garden st!,, (University city)
513,$840,Sun 24 Nov 06:58:25 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7009271654.html,Great studio available now at 3412 Spring garden st!,, (University city)
514,$840,Sun 24 Nov 06:58:32 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7009781684.html,Great studio available now at 3412 Spring garden st!,, (University city)
515,$1100,Sun 24 Nov 06:57:28 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-1-bedroom-apartment/7009974741.html,Great 1 bedroom apartment available 11/1 at 4102 Parkside ave!,1br -, (Parkside)
516,$1100,Sun 24 Nov 06:57:36 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-1-bedroom-apartment/7009974922.html,Great 1 bedroom apartment available 11/1 at 4102 Parkside ave!,1br -, (Parkside)
517,$1100,Sun 24 Nov 06:57:49 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-1-bedroom-apartment/7009975239.html,Great 1 bedroom apartment available 11/1 at 4102 Parkside ave!,1br -, (Parkside)
518,$840,Sun 24 Nov 06:57:39 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7009979944.html,Great studio available now at 3412 Spring garden st!,, (University city)
519,$840,Sun 24 Nov 06:56:40 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7008536108.html,Great studio available now at 3412 Spring garden st!,, (University city)
520,$840,Sun 24 Nov 06:56:07 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7008537865.html,Great studio available now at 3412 Spring garden st!,, (University city)
521,$840,Sun 24 Nov 06:56:36 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7008538052.html,Great studio available now at 3412 Spring garden st!,, (University city)
522,$840,Sun 24 Nov 06:56:27 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7008538153.html,Great studio available now at 3412 Spring garden st!,, (University city)
523,$1100,Sun 24 Nov 06:55:52 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-1-bedroom-apartment/7008538494.html,Great 1 bedroom apartment available 11/1 at 4102 Parkside ave!,1br -, (Parkside)
524,$840,Sun 24 Nov 06:55:47 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7008539203.html,Great studio available now at 3412 Spring garden st!,, (University city)
525,$840,Sun 24 Nov 06:55:40 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7008539332.html,Great studio available now at 3412 Spring garden st!,, (University city)
526,$840,Sun 24 Nov 06:55:34 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7008539512.html,Great studio available now at 3412 Spring garden st!,, (University city)
527,$840,Sun 24 Nov 06:55:25 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7008539685.html,Great studio available now at 3412 Spring garden st!,, (University city)
528,$840,Sun 24 Nov 06:55:00 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7008539797.html,Great studio available now at 3412 Spring garden st!,, (University city)
529,$840,Sun 24 Nov 06:55:14 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7009818644.html,Great studio available now at 3412 Spring garden st!,, (University city)
530,$1100,Sun 24 Nov 06:55:04 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-1-bedroom-apartment/7009819073.html,Great 1 bedroom apartment available 11/1 at 4102 Parkside ave!,1br -, (Parkside)
531,$840,Sun 24 Nov 06:56:13 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7009974543.html,Great studio available now at 3412 Spring garden st!,, (University city)
532,$1100,Sun 24 Nov 06:56:04 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-1-bedroom-apartment/7009980132.html,Great 1 bedroom apartment available 11/1 at 4102 Parkside ave!,1br -, (Parkside)
533,$840,Sun 24 Nov 06:54:00 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7008538276.html,Great studio available now at 3412 Spring garden!,, (University city)
534,$840,Sun 24 Nov 06:53:53 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7008612149.html,Great studio available now at 3412 Spring garden st!,, (University city)
535,$840,Sun 24 Nov 06:53:48 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7009127922.html,Great studio available now at 3412 Spring garden st!,, (University city)
536,$840,Sun 24 Nov 06:53:44 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7009128140.html,Great studio available now at 3412 Spring garden st!,, (University city)
537,$840,Sun 24 Nov 06:53:38 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7009128312.html,Great studio available now at 3412 Spring garden st!,, (University city)
538,$840,Sun 24 Nov 06:53:25 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7009128530.html,Great studio available now at 3412 Spring garden st!,, (University city)
539,$840,Sun 24 Nov 06:54:25 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7009818215.html,Great studio available now at 3412 Spring garden st!,, (University city)
540,$840,Sun 24 Nov 06:54:37 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7009818439.html,Great studio available now at 3412 Spring garden st!,, (University city)
541,$1100,Sun 24 Nov 06:50:30 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-1-bedroom-apartment/7009128701.html,Great 1 bedroom apartment available now at 4102 Parkside ave!,1br -, (Parkside)
542,$840,Sun 24 Nov 06:48:49 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7008612735.html,Great studio available now at 3412 Spring garden st!,, (University city)
543,$840,Sun 24 Nov 06:50:09 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7009138623.html,Great studio available now at 3412 Spring garden!,, (University city)
544,$840,Sun 24 Nov 06:49:51 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7009259921.html,Great studio available now at 3412 Spring garden st!,, (University city)
545,$840,Sun 24 Nov 06:49:31 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7009260035.html,Great studio available now at 3412 Spring garden st!,, (University city)
546,$1100,Sun 24 Nov 06:49:39 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-1-bedroom-apartment/7009260162.html,Great 1 bedroom apartment available now at 4102 Parkside ave!,1br -, (Parkside)
547,$840,Sun 24 Nov 06:49:34 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7009260293.html,Great studio available now at 3412 Spring garden st!,, (University city)
548,$840,Sun 24 Nov 06:49:21 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7009260393.html,Great studio available now at 3412 Spring garden st!,, (University city)
549,$1150,Sun 24 Nov 06:49:06 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-1-bedroom-apartment/7009261165.html,Great 1 bedroom apartment available 11/1 at 4102 Parkside ave!,1br -, (Parkside)
550,$840,Sun 24 Nov 06:49:13 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7009261459.html,Great studio available now at 3412 Spring garden st!,, (University city)
551,$840,Sun 24 Nov 06:48:52 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7009261542.html,Great studio available now at 3412 Spring garden st!,, (University city)
552,$840,Sun 24 Nov 06:48:45 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7009268057.html,Great studio available now at 3412 Spring garden st!,, (University city)
553,$840,Sun 24 Nov 06:48:33 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7009268416.html,Great studio available now at 3412 Spring garden st!,, (University city)
554,$840,Sun 24 Nov 06:48:40 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7009980308.html,Great studio available now at 3412 Spring garden st!,, (University city)
555,$1100,Sun 24 Nov 06:48:37 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-1-bedroom-apartment/7009980568.html,Great 1 bedroom apartment available 11/1 at 4102 Parkside ave!,1br -, (Parkside)
556,$840,Sun 24 Nov 06:48:08 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7009268206.html,Great studio available now at 3412 Spring garden st!,, (University city)
557,$840,Sun 24 Nov 06:46:48 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7009782171.html,Great studio available now at 3412 Spring garden st!,, (University city)
558,$840,Sun 24 Nov 06:46:43 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7009782412.html,Great studio available now at 3412 Spring garden st!,, (University city)
559,$840,Sun 24 Nov 06:46:38 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7009782687.html,Great studio available now at 3412 Spring garden st!,, (University city)
560,$840,Sun 24 Nov 06:46:34 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7009797334.html,Great studio available now at 3412 Spring garden st!,, (University city)
561,$840,Sun 24 Nov 06:46:31 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7009797611.html,Great studio available now at 3412 Spring garden st!,, (University city)
562,$840,Sun 24 Nov 06:46:17 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7009798225.html,Great studio available now at 3412 Spring garden st!,, (University city)
563,$840,Sun 24 Nov 06:46:13 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7009798518.html,Great studio available now at 3412 Spring garden st!,, (University city)
564,$840,Sun 24 Nov 06:46:09 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7009798725.html,Great studio available now at 3412 Spring garden st!,, (University city)
565,$840,Sun 24 Nov 06:48:01 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-available-now/7009980709.html,Great studio available now at 3412 Spring garden st!,, (University city)
566,$1750,Sun 24 Nov 05:42:32 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-affordable-roomies/7026482744.html,AFFORDABLE W ROOMIES,"3br -
                    1040ft2 -",
567,$1050,Sun 24 Nov 05:04:00 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-apartment-in-the/7022952302.html,Beautiful apartment in the park,"1br -
                    950ft2 -", (Parkside)
568,$1000,Sun 24 Nov 04:51:59 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-2br-1-bath-home-with/7026453842.html,â¨ 2BR/1 BATH HOME WITH SPACIOUS LIVING AREA!,"2br -
                    900ft2 -"," (424 N Wiota St, Philadelphia, PA)"
569,$850,Sun 24 Nov 03:43:20 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-1-bedroom-apt-in/7026412336.html,"Beautiful 1-Bedroom Apt in Parkside - Fairmount Park, University City","1br -
                    540ft2 -", (Parkside)
570,$1300,Sun 24 Nov 03:25:52 PM,https://philadelphia.craigslist.org/sub/d/philadelphia-the-radian-1-bedroom/7026401815.html,The Radian: 1 Bedroom w/ Private Bathroom,1br -, (Philadelphia)
571,$320,Sun 24 Nov 02:24:18 PM,https://philadelphia.craigslist.org/roo/d/philadelphia-roommate-for-colonial-home/7026327068.html,Roommate for Colonial Home,,
572,$2503,Sun 24 Nov 01:56:25 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-outdoor-grilling-area/7021847459.html,"Outdoor grilling area, Internet cafe, Private rooftop lounge","1br -
                    691ft2 -",
573,$850,Sun 24 Nov 12:44:16 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-2-bedroom-apartment/7010965348.html,2 Bedroom Apartment,"2br -
                    800ft2 -", (University City)
574,$650,Sun 24 Nov 12:17:13 PM,https://philadelphia.craigslist.org/roo/d/philadelphia-good-sized-room-in-large/7011562944.html,Good Sized Room in LARGE House Available Now!,1776ft2 -, (University City (Powelton Village))
575,$950,Sun 24 Nov 11:58:10 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-bedroom-apartment-in/7021771496.html,1 Bedroom apartment in University city,1br -,
576,$625,Sat 23 Nov 07:54:26 PM,https://philadelphia.craigslist.org/sub/d/philadelphia-penn-campus-40th-and/7011496604.html,Penn Campus - 40th and Sansom Streets - Summer Sublet,"1br -
                    120ft2 -", (University City/West Philadelphia)
577,$1000,Sat 23 Nov 07:55:00 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-2br-1-bath-apartment-with/7026028968.html,ð° 2BR/1 BATH APARTMENT WITH SPACIOUS LIVING AREA!,"2br -
                    900ft2 -"," (424 N Wiota St, Philadelphia, PA)"
578,$1000,Sat 23 Nov 06:20:06 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-two-bedroom-row-home-walk/7025984978.html,ð TWO BEDROOM ROW HOME WALK TO PENN AND DREXEL!,"2br -
                    900ft2 -"," (424 N Wiota St, Philadelphia, PA)"
579,$750,Sat 23 Nov 02:36:00 PM,https://philadelphia.craigslist.org/roo/d/philadelphia-1-bedroom-in-university/7018373414.html,1 bedroom in University City zone @ 415 n 40th st,1120ft2 -, (west powelton)
